Speaker,Utterance,Dialogue_Act,classID,Idx,tokenNum,labels,change_speaker,context
a,can i make it twenty five past or six thirty five,reqModal,34,7423,11,L34,0,@ oh six thirty's full @ can i make it twenty five past or six thirty five
b,that's fine yeah,answ,2,7424,3,L2,1,# can i make it twenty five past or six thirty five @ that's fine yeah
a,okeydoke,ackn,1,7425,1,L1,1,# that's fine yeah @ okeydoke
a,that's six twenty five for you then,confirm,8,7426,7,L8,0,@ okeydoke @ that's six twenty five for you then
b,thank you very much,thank,37,7427,4,L37,1,# that's six twenty five for you then @ thank you very much
a,ok,ackn,1,7428,1,L1,1,# thank you very much @ ok
a,you're welcome,ackn,1,7429,2,L1,0,@ ok @ you're welcome
b,bye,bye,6,7430,1,L6,1,# you're welcome @ bye
a,byebye then,bye,6,7431,2,L6,1,# bye @ byebye then
b,hello,greet,18,7432,1,L18,1,# byebye then @ hello
b,could you tell me the number that i'm calling from please,reqInfo,33,7433,11,L33,0,@ hello @ could you tell me the number that i'm calling from please
a,right,ackn,1,7434,1,L1,1,# could you tell me the number that i'm calling from please @ right
a,i'm sorry,expressRegret,16,7435,2,L16,0,@ right @ i'm sorry
a,i can only confirm the information,answ,2,7436,6,L2,0,@ i'm sorry @ i can only confirm the information
a,i can't actually tell you,answElab,3,7437,5,L3,0,@ i can only confirm the information @ i can't actually tell you
b,oh really,ackn,1,7438,2,L1,1,# i can't actually tell you @ oh really
a,so,init,25,7439,1,L25,1,# oh really @ so
a,if you tell me what number you think you're calling from,suggest,36,7440,11,L36,0,@ so @ if you tell me what number you think you're calling from
a,i can say whether you are or not,inform,21,7441,8,L21,0,@ if you tell me what number you think you're calling from @ i can say whether you are or not
a,no,negate,26,7442,1,L26,0,@ i can say whether you are or not @ no
a,you're not,negate,26,7443,2,L26,0,@ no @ you're not
b,no,ackn,1,7444,1,L1,1,# you're not @ no
b,so,init,25,7445,1,L25,0,@ no @ so
b,its been changed obviously it's alright it's my property its just i've had someone renting it so er i just wondered what the telephone number was that was all okay not to,inform,21,7446,32,L21,0,@ so @ its been changed obviously it's alright it's my property its just i've had someone renting it so er i just wondered what the telephone number was that was all okay not to
b,it's alright,inform,21,7447,2,L21,0,@ its been changed obviously it's alright it's my property its just i've had someone renting it so er i just wondered what the telephone number was that was all okay not to @ it's alright
b,it's my property,inform,21,7448,3,L21,0,@ it's alright @ it's my property
b,its just i've had someone renting it so er i just wondered what the telephone number was that was all okay not to worry thanks a lot bye,inform,21,7449,28,L21,0,@ it's my property @ its just i've had someone renting it so er i just wondered what the telephone number was that was all okay not to worry thanks a lot bye
b,i just wondered what the telephone number was,inform,21,7450,8,L21,0,@ its just i've had someone renting it so er i just wondered what the telephone number was that was all okay not to worry thanks a lot bye @ i just wondered what the telephone number was
b,that was all,inform,21,7451,3,L21,0,@ i just wondered what the telephone number was @ that was all
a,oh right,ackn,1,7452,2,L1,1,# that was all @ oh right
b,okay,init,25,7453,1,L25,1,# oh right @ okay
b,not to worry,ackn,1,7454,3,L1,0,@ okay @ not to worry
a,uh thank you,thank,37,7455,3,L37,1,# not to worry @ uh thank you
b,thanks a lot,thank,37,7456,3,L37,1,# uh thank you @ thanks a lot
b,bye,bye,6,7457,1,L6,0,@ thanks a lot @ bye
a,bye,bye,6,7458,1,L6,1,# bye @ bye
b,hi there,greet,18,7459,2,L18,1,# bye @ hi there
b,i was wondering if you can give me the number for operator number,reqInfo,33,7460,13,L33,0,@ hi there @ i was wondering if you can give me the number for operator number
b,if i can ring it from a different phone,reqInfo,33,7461,9,L33,0,@ i was wondering if you can give me the number for operator number @ if i can ring it from a different phone
a,right,ackn,1,7462,1,L1,1,# if i can ring it from a different phone @ right
a,unfortunately we don't have that information here,inform,21,7463,7,L21,0,@ right @ unfortunately we don't have that information here
a,i'm afraid all the numbers that we have for them are ex-directory,inform,21,7464,12,L21,0,@ unfortunately we don't have that information here @ i'm afraid all the numbers that we have for them are ex-directory
a,what you would need to do is to contact directories on and they should be able to find you a number would you like me to put you through thank you,suggest,36,7465,31,L36,0,@ i'm afraid all the numbers that we have for them are ex-directory @ what you would need to do is to contact directories on and they should be able to find you a number would you like me to put you through thank you
a,and they should be able to find you a number,inform,21,7466,10,L21,0,@ what you would need to do is to contact directories on and they should be able to find you a number would you like me to put you through thank you @ and they should be able to find you a number
b,oh right ok,backch,5,7467,3,L5,1,# and they should be able to find you a number @ oh right ok
b,oh brilliant,appreciate,4,7468,2,L4,0,@ oh right ok @ oh brilliant
b,thanks very much,thank,37,7469,3,L37,0,@ oh brilliant @ thanks very much
a,would you like me to put you through,offer,27,7470,8,L27,1,# thanks very much @ would you like me to put you through
b,that'd be great,accept,0,7471,3,L0,1,# would you like me to put you through @ that'd be great
b,thank you,thank,37,7472,2,L37,0,@ that'd be great @ thank you
a,thank you,thank,37,7473,2,L37,1,# thank you @ thank you
b,i don't know if i've got the right number,inform,21,7474,9,L21,1,# thank you @ i don't know if i've got the right number
b,i want to check a number,expressWish,17,7475,6,L17,0,@ i don't know if i've got the right number @ i want to check a number
a,what difficulty you're having with the number please,reqInfo,33,7476,8,L33,1,# i want to check a number @ what difficulty you're having with the number please
b,um i'm i'm getting a voice at the other end that says this number is not recognised,answ,2,7477,17,L2,1,# what difficulty you're having with the number please @ um i'm i'm getting a voice at the other end that says this number is not recognised
a,i'm sorry,expressRegret,16,7478,2,L16,1,# um i'm i'm getting a voice at the other end that says this number is not recognised @ i'm sorry
a,i'll try the call for you,informIntent,24,7479,6,L24,0,@ i'm sorry @ i'll try the call for you
a,what code and number are you calling,reqInfo,33,7480,7,L33,0,@ i'll try the call for you @ what code and number are you calling
b,it's thank you,answ,2,7481,3,L2,1,# what code and number are you calling @ it's thank you
a,thank you it's ringing for you now you're welcome,thank,37,7482,9,L37,1,# it's thank you @ thank you it's ringing for you now you're welcome
b,thank you,thank,37,7483,2,L37,1,# thank you it's ringing for you now you're welcome @ thank you
a,you're welcome,ackn,1,7484,2,L1,1,# thank you @ you're welcome
b,oh hello,greet,18,7485,2,L18,1,# you're welcome @ oh hello
b,i'm trying to ring treble um constantly engaged for nearly minutes now which i appreciate is an airline company but seems rather strange at this hour of the night okay mm it,informIntent,24,7486,32,L24,0,@ oh hello @ i'm trying to ring treble um constantly engaged for nearly minutes now which i appreciate is an airline company but seems rather strange at this hour of the night okay mm it
b,um constantly engaged for nearly minutes now,inform,21,7487,7,L21,0,@ i'm trying to ring treble um constantly engaged for nearly minutes now which i appreciate is an airline company but seems rather strange at this hour of the night okay mm it @ um constantly engaged for nearly minutes now
b,which i appreciate is an airline company but seems rather strange at this hour of the night,expressOpinion,14,7488,17,L14,0,@ um constantly engaged for nearly minutes now @ which i appreciate is an airline company but seems rather strange at this hour of the night
a,mm,backch,5,7489,1,L5,1,# which i appreciate is an airline company but seems rather strange at this hour of the night @ mm
a,yes,backch,5,7490,1,L5,0,@ mm @ yes
a,right i can't actually test this line though cause it's going to be a switch board all i can do is call it and see what i get i'm getting engaged too,ackn,1,7491,32,L1,0,@ yes @ right i can't actually test this line though cause it's going to be a switch board all i can do is call it and see what i get i'm getting engaged too
a,i can't actually test this line though cause it's going to be a switch board all i can do is call it and see what i get i'm getting engaged too these,inform,21,7492,32,L21,0,@ right i can't actually test this line though cause it's going to be a switch board all i can do is call it and see what i get i'm getting engaged too @ i can't actually test this line though cause it's going to be a switch board all i can do is call it and see what i get i'm getting engaged too these
a,all i can do is call it and see what i get,inform,21,7493,12,L21,0,@ i can't actually test this line though cause it's going to be a switch board all i can do is call it and see what i get i'm getting engaged too these @ all i can do is call it and see what i get
b,okay mm it would have done mm just seems strange at twenty past eleven at night sort of constantly engaged you know i i've been trying probably every thirty seconds okok thanks,ackn,1,7494,32,L1,1,# all i can do is call it and see what i get @ okay mm it would have done mm just seems strange at twenty past eleven at night sort of constantly engaged you know i i've been trying probably every thirty seconds okok thanks
a,i'm getting engaged too,inform,21,7495,4,L21,1,# okay mm it would have done mm just seems strange at twenty past eleven at night sort of constantly engaged you know i i've been trying probably every thirty seconds okok thanks @ i'm getting engaged too
a,these these numbers are self reporting,inform,21,7496,6,L21,0,@ i'm getting engaged too @ these these numbers are self reporting
a,so if there is a fault,inform,21,7497,6,L21,0,@ these these numbers are self reporting @ so if there is a fault
a,it would have reported it already,inform,21,7498,6,L21,0,@ so if there is a fault @ it would have reported it already
b,mm,backch,5,7499,1,L5,1,# it would have reported it already @ mm
b,it would have done,confirm,8,7500,4,L8,0,@ mm @ it would have done
a,yes,ackn,1,7501,1,L1,1,# it would have done @ yes
b,mm just seems strange at twenty past eleven at night sort of constantly engaged you know,expressOpinion,14,7502,16,L14,1,# yes @ mm just seems strange at twenty past eleven at night sort of constantly engaged you know
b,i i've been trying probably every thirty seconds,inform,21,7503,8,L21,0,@ mm just seems strange at twenty past eleven at night sort of constantly engaged you know @ i i've been trying probably every thirty seconds
a,mm,backch,5,7504,1,L5,1,# i i've been trying probably every thirty seconds @ mm
a,mm,backch,5,7505,1,L5,0,@ mm @ mm
a,yes,ackn,1,7506,1,L1,0,@ mm @ yes
a,i'm sorry,expressRegret,16,7507,2,L16,0,@ yes @ i'm sorry
b,okok,ackn,1,7508,1,L1,1,# i'm sorry @ okok
b,thanks,thank,37,7509,1,L37,0,@ okok @ thanks
b,bye,bye,6,7510,1,L6,0,@ thanks @ bye
a,ok,backch,5,7511,1,L5,1,# bye @ ok
a,right,backch,5,7512,1,L5,0,@ ok @ right
b,yeah,ackn,1,7513,1,L1,1,# right @ yeah
b,can i have uh place an early morning call please o'clock pardon thank you bye,direct,10,7514,15,L10,0,@ yeah @ can i have uh place an early morning call please o'clock pardon thank you bye
a,what time please,reqInfo,33,7515,3,L33,1,# can i have uh place an early morning call please o'clock pardon thank you bye @ what time please
a,that's booked for you,inform,21,7516,4,L21,0,@ what time please @ that's booked for you
a,we'll call you at seven,informIntent,24,7517,5,L24,0,@ that's booked for you @ we'll call you at seven
b,pardon,pardon,28,7518,1,L28,1,# we'll call you at seven @ pardon
a,we'll call you at seven,informIntent,24,7519,5,L24,1,# pardon @ we'll call you at seven
b,thank you,thank,37,7520,2,L37,1,# we'll call you at seven @ thank you
a,ok,ackn,1,7521,1,L1,1,# thank you @ ok
b,bye,bye,6,7522,1,L6,1,# ok @ bye
a,bye,bye,6,7523,1,L6,1,# bye @ bye
b,ah hello could you tell me how to book a reminder call please yep yep thank you very much bye,greet,18,7524,20,L18,1,# bye @ ah hello could you tell me how to book a reminder call please yep yep thank you very much bye
b,could you tell me how to book a reminder call please,reqInfo,33,7525,11,L33,0,@ ah hello could you tell me how to book a reminder call please yep yep thank you very much bye @ could you tell me how to book a reminder call please
a,star star,answ,2,7526,2,L2,1,# could you tell me how to book a reminder call please @ star star
a,the time on the hour clock,answElab,3,7527,6,L3,0,@ star star @ the time on the hour clock
a,and then the hash,answElab,3,7528,4,L3,0,@ the time on the hour clock @ and then the hash
b,yep,backch,5,7529,1,L5,1,# and then the hash @ yep
b,yep,backch,5,7530,1,L5,0,@ yep @ yep
b,thank you very much,thank,37,7531,4,L37,0,@ yep @ thank you very much
a,thank you,thank,37,7532,2,L37,1,# thank you very much @ thank you
b,bye,bye,6,7533,1,L6,1,# thank you @ bye
a,bye,bye,6,7534,1,L6,1,# bye @ bye
b,early morning call please,direct,10,7535,4,L10,1,# bye @ early morning call please
a,the number please,reqInfo,33,7536,3,L33,1,# early morning call please @ the number please
a,no,negate,26,7537,1,L26,0,@ the number please @ no
a,sorry,expressRegret,16,7538,1,L16,0,@ no @ sorry
a,the time,correctSelf,39,7539,2,L39,0,@ sorry @ the time
b,sorry,pardon,28,7540,1,L28,1,# the time @ sorry
a,the time please,reqInfo,33,7541,3,L33,1,# sorry @ the time please
b,four thirty,answ,2,7542,2,L2,1,# the time please @ four thirty
a,four thirty that's booked for you we'll call you at four thirty ok byebye,echo,12,7543,14,L12,1,# four thirty @ four thirty that's booked for you we'll call you at four thirty ok byebye
a,that's booked for you we'll call you at four thirty ok byebye,inform,21,7544,12,L21,0,@ four thirty that's booked for you we'll call you at four thirty ok byebye @ that's booked for you we'll call you at four thirty ok byebye
a,we'll call you at four thirty,informIntent,24,7545,6,L24,0,@ that's booked for you we'll call you at four thirty ok byebye @ we'll call you at four thirty
b,bless you,appreciate,4,7546,2,L4,1,# we'll call you at four thirty @ bless you
b,bye,bye,6,7547,1,L6,0,@ bless you @ bye
a,ok,ackn,1,7548,1,L1,1,# bye @ ok
a,byebye,bye,6,7549,1,L6,0,@ ok @ byebye
b,uh could i book an early morning call please,direct,10,7550,9,L10,1,# byebye @ uh could i book an early morning call please
a,what time would you like the call,reqDirect,32,7551,7,L32,1,# uh could i book an early morning call please @ what time would you like the call
b,uh for five fifteen a m thank you very much indeed thank you byebye,direct,10,7552,14,L10,1,# what time would you like the call @ uh for five fifteen a m thank you very much indeed thank you byebye
a,that's booked for you,inform,21,7553,4,L21,1,# uh for five fifteen a m thank you very much indeed thank you byebye @ that's booked for you
a,we'll call you at quarter past five,informIntent,24,7554,7,L24,0,@ that's booked for you @ we'll call you at quarter past five
b,thank you very much indeed,thank,37,7555,5,L37,1,# we'll call you at quarter past five @ thank you very much indeed
a,ok,ackn,1,7556,1,L1,1,# thank you very much indeed @ ok
b,thank you,thank,37,7557,2,L37,1,# ok @ thank you
a,bye,bye,6,7558,1,L6,1,# thank you @ bye
b,byebye,bye,6,7559,1,L6,1,# bye @ byebye
b,hello,greet,18,7560,1,L18,0,@ byebye @ hello
b,i'm trying to get through a number,informIntent,24,7561,7,L24,0,@ hello @ i'm trying to get through a number
a,right,ackn,1,7562,1,L1,1,# i'm trying to get through a number @ right
b,um i'm have i'm having difficulties uh,inform,21,7563,7,L21,1,# right @ um i'm have i'm having difficulties uh
b,cause it just cuts cuts me off,inform,21,7564,7,L21,0,@ um i'm have i'm having difficulties uh @ cause it just cuts cuts me off
a,it cuts you off,confirm,8,7565,4,L8,1,# cause it just cuts cuts me off @ it cuts you off
b,yeah,ackn,1,7566,1,L1,1,# it cuts you off @ yeah
a,what are you dialling,reqInfo,33,7567,4,L33,1,# yeah @ what are you dialling
b,it's oh you can't oh i see um what can i do i mean i can't seem to get through this number when i used to you know about when i used,answ,2,7568,32,L2,1,# what are you dialling @ it's oh you can't oh i see um what can i do i mean i can't seem to get through this number when i used to you know about when i used
a,i can't assist to these numbers,inform,21,7569,6,L21,1,# it's oh you can't oh i see um what can i do i mean i can't seem to get through this number when i used to you know about when i used @ i can't assist to these numbers
b,oh you can't,confirm,8,7570,3,L8,1,# i can't assist to these numbers @ oh you can't
a,no,ackn,1,7571,1,L1,1,# oh you can't @ no
a,we don't have access to them,inform,21,7572,6,L21,0,@ no @ we don't have access to them
b,oh i see um,ackn,1,7573,4,L1,1,# we don't have access to them @ oh i see um
b,what can i do,reqInfo,33,7574,4,L33,0,@ oh i see um @ what can i do
b,i mean i can't seem to get through this number when i used to you know about when i used to ring it before i used to get through but now it's,inform,21,7575,32,L21,0,@ what can i do @ i mean i can't seem to get through this number when i used to you know about when i used to ring it before i used to get through but now it's
a,you just so does it ring right i can't even try it because we don't have access to it if if there was a fault with that number it would have reported,confirm,8,7576,32,L8,1,# i mean i can't seem to get through this number when i used to you know about when i used to ring it before i used to get through but now it's @ you just so does it ring right i can't even try it because we don't have access to it if if there was a fault with that number it would have reported
a,so,init,25,7577,1,L25,0,@ you just so does it ring right i can't even try it because we don't have access to it if if there was a fault with that number it would have reported @ so
a,does it ring,reqInfo,33,7578,3,L33,0,@ so @ does it ring
b,i used to get through,inform,21,7579,5,L21,1,# does it ring @ i used to get through
b,but now,init,25,7580,2,L25,0,@ i used to get through @ but now
b,it's just seems to cut me cut me off oh right ok then thank you byebye,inform,21,7581,16,L21,0,@ but now @ it's just seems to cut me cut me off oh right ok then thank you byebye
a,right,ackn,1,7582,1,L1,1,# it's just seems to cut me cut me off oh right ok then thank you byebye @ right
a,i can't even try it because we don't have access to it,inform,21,7583,12,L21,0,@ right @ i can't even try it because we don't have access to it
b,oh right,ackn,1,7584,2,L1,1,# i can't even try it because we don't have access to it @ oh right
a,it would have reported itself because they do report theirselves,inform,21,7585,10,L21,1,# oh right @ it would have reported itself because they do report theirselves
b,ok then,ackn,1,7586,2,L1,1,# it would have reported itself because they do report theirselves @ ok then
b,thank you,thank,37,7587,2,L37,0,@ ok then @ thank you
b,byebye,bye,6,7588,1,L6,0,@ thank you @ byebye
a,ok,backch,5,7589,1,L5,1,# byebye @ ok
a,bye,bye,6,7590,1,L6,0,@ ok @ bye
b,hello,greet,18,7591,1,L18,1,# bye @ hello
b,um could you tell me please what area is the dialling code oh i'm sorry what is it yes oh oh right so it doesn't refer to the actual area you're ringing,reqInfo,33,7592,32,L33,0,@ hello @ um could you tell me please what area is the dialling code oh i'm sorry what is it yes oh oh right so it doesn't refer to the actual area you're ringing
a,it's not an area,inform,21,7593,4,L21,1,# um could you tell me please what area is the dialling code oh i'm sorry what is it yes oh oh right so it doesn't refer to the actual area you're ringing @ it's not an area
b,oh,ackn,1,7594,1,L1,1,# it's not an area @ oh
a,it's uh businesses use them and it's it's,inform,21,7595,8,L21,1,# oh @ it's uh businesses use them and it's it's
a,so,init,25,7596,1,L25,0,@ it's uh businesses use them and it's it's @ so
a,you're charged at the local rate no matter where you call from,inform,21,7597,12,L21,0,@ so @ you're charged at the local rate no matter where you call from
b,what is it,reqInfo,33,7598,3,L33,1,# you're charged at the local rate no matter where you call from @ what is it
a,so,init,25,7599,1,L25,1,# what is it @ so
a,it you get charged at the local rate,inform,21,7600,8,L21,0,@ so @ it you get charged at the local rate
b,yes,ackn,1,7601,1,L1,1,# it you get charged at the local rate @ yes
a,then it doesn't matter where you're calling from in the country no mm hmm yes no it's not it's not an area um people like the gas board have numbers like that,inform,21,7602,32,L21,1,# yes @ then it doesn't matter where you're calling from in the country no mm hmm yes no it's not it's not an area um people like the gas board have numbers like that
b,oh oh right,ackn,1,7603,3,L1,1,# then it doesn't matter where you're calling from in the country no mm hmm yes no it's not it's not an area um people like the gas board have numbers like that @ oh oh right
b,so,init,25,7604,1,L25,0,@ oh oh right @ so
b,it doesn't refer to the actual area you're ringing to,confirm,8,7605,10,L8,0,@ so @ it doesn't refer to the actual area you're ringing to
b,oh i i was just checking me um statement you know from the telephone,inform,21,7606,14,L21,0,@ it doesn't refer to the actual area you're ringing to @ oh i i was just checking me um statement you know from the telephone
b,and i thought oh i don't think i ring anybody on a number,inform,21,7607,13,L21,0,@ oh i i was just checking me um statement you know from the telephone @ and i thought oh i don't think i ring anybody on a number
b,i didn't know what area that was,inform,21,7608,7,L21,0,@ and i thought oh i don't think i ring anybody on a number @ i didn't know what area that was
a,no,backch,5,7609,1,L5,1,# i didn't know what area that was @ no
a,mm hmm yes,backch,5,7610,3,L5,0,@ no @ mm hmm yes
a,no,ackn,1,7611,1,L1,0,@ mm hmm yes @ no
a,it's not it's not an area,confirm,8,7612,6,L8,0,@ no @ it's not it's not an area
a,um people like the gas board have numbers like that,inform,21,7613,10,L21,0,@ it's not it's not an area @ um people like the gas board have numbers like that
b,right,ackn,1,7614,1,L1,1,# um people like the gas board have numbers like that @ right
a,some businesses uh uh,inform,21,7615,4,L21,1,# right @ some businesses uh uh
a,so that you it doesn't matter who calls them and where they're calling from,inform,21,7616,14,L21,0,@ some businesses uh uh @ so that you it doesn't matter who calls them and where they're calling from
a,they all get charged at the local rate,inform,21,7617,8,L21,0,@ so that you it doesn't matter who calls them and where they're calling from @ they all get charged at the local rate
b,oh i see,ackn,1,7618,3,L1,1,# they all get charged at the local rate @ oh i see
b,it does say local call to be honest you know,inform,21,7619,10,L21,0,@ oh i see @ it does say local call to be honest you know
b,but in on the actual bill itself where it says the date then it says the time,refer,30,7620,17,L30,0,@ it does say local call to be honest you know @ but in on the actual bill itself where it says the date then it says the time
b,if it just says two dots and forty five,reqInfo,33,7621,9,L33,0,@ but in on the actual bill itself where it says the date then it says the time @ if it just says two dots and forty five
b,that don't mean sort of quarter to one in the morning does it,reqInfo,33,7622,13,L33,0,@ if it just says two dots and forty five @ that don't mean sort of quarter to one in the morning does it
a,yes,backch,5,7623,1,L5,1,# that don't mean sort of quarter to one in the morning does it @ yes
a,yes,backch,5,7624,1,L5,0,@ yes @ yes
a,yeah,backch,5,7625,1,L5,0,@ yes @ yeah
a,no,answ,2,7626,1,L2,0,@ yeah @ no
a,that's the amount of time you were on,answElab,3,7627,8,L3,0,@ no @ that's the amount of time you were on
b,the length of time,confirm,8,7628,4,L8,1,# that's the amount of time you were on @ the length of time
a,yes,ackn,1,7629,1,L1,1,# the length of time @ yes
b,oh right oh i'm with you so it doesn't actually tell you the time you ring then right yeah well i i i sort of fell asleep earlier on so i'm not,ackn,1,7630,32,L1,1,# yes @ oh right oh i'm with you so it doesn't actually tell you the time you ring then right yeah well i i i sort of fell asleep earlier on so i'm not
b,oh i'm with you,ackn,1,7631,4,L1,0,@ oh right oh i'm with you so it doesn't actually tell you the time you ring then right yeah well i i i sort of fell asleep earlier on so i'm not @ oh i'm with you
b,so,init,25,7632,1,L25,0,@ oh i'm with you @ so
b,it doesn't actually tell you the time you ring then,reqInfo,33,7633,10,L33,0,@ so @ it doesn't actually tell you the time you ring then
a,um um i don't know,inform,21,7634,5,L21,1,# it doesn't actually tell you the time you ring then @ um um i don't know
a,i can't remember,inform,21,7635,3,L21,0,@ um um i don't know @ i can't remember
a,it's a long time since i looked at me bill yes yeah mm mm and is it is that the one you're talking about then yes and you don't know what it,inform,21,7636,32,L21,0,@ i can't remember @ it's a long time since i looked at me bill yes yeah mm mm and is it is that the one you're talking about then yes and you don't know what it
b,right,backch,5,7637,1,L5,1,# it's a long time since i looked at me bill yes yeah mm mm and is it is that the one you're talking about then yes and you don't know what it @ right
b,yeah,ackn,1,7638,1,L1,0,@ right @ yeah
b,well,init,25,7639,1,L25,0,@ yeah @ well
b,i i i sort of fell asleep earlier on,inform,21,7640,9,L21,0,@ well @ i i i sort of fell asleep earlier on
b,so,init,25,7641,1,L25,0,@ i i i sort of fell asleep earlier on @ so
b,i'm not tired now,inform,21,7642,4,L21,0,@ so @ i'm not tired now
b,and i thought to myself i'll just have a reado of this,inform,21,7643,12,L21,0,@ i'm not tired now @ and i thought to myself i'll just have a reado of this
b,and um i've recently gone and wanted to see how different it was,inform,21,7644,13,L21,0,@ and i thought to myself i'll just have a reado of this @ and um i've recently gone and wanted to see how different it was
b,and i thought i don't recognise that code for a start,inform,21,7645,11,L21,0,@ and um i've recently gone and wanted to see how different it was @ and i thought i don't recognise that code for a start
b,and there seems to be about four calls in one day to this same number which i don't even recognise this number,inform,21,7646,22,L21,0,@ and i thought i don't recognise that code for a start @ and there seems to be about four calls in one day to this same number which i don't even recognise this number
b,and i thought well i wonder if the code is then,inform,21,7647,11,L21,0,@ and there seems to be about four calls in one day to this same number which i don't even recognise this number @ and i thought well i wonder if the code is then
a,yes,backch,5,7648,1,L5,1,# and i thought well i wonder if the code is then @ yes
a,yeah,backch,5,7649,1,L5,0,@ yes @ yeah
a,mm,backch,5,7650,1,L5,0,@ yeah @ mm
a,mm and is it is that the one you're talking about then,reqInfo,33,7651,12,L33,0,@ mm @ mm and is it is that the one you're talking about then
b,it says local call,inform,21,7652,4,L21,1,# mm and is it is that the one you're talking about then @ it says local call
b,and then it says no i don't mm no and in the on the seventeenth of June there was about oh i think they've got me down for about four calls but,inform,21,7653,32,L21,0,@ it says local call @ and then it says no i don't mm no and in the on the seventeenth of June there was about oh i think they've got me down for about four calls but
a,yes,backch,5,7654,1,L5,1,# and then it says no i don't mm no and in the on the seventeenth of June there was about oh i think they've got me down for about four calls but @ yes
b,no,ackn,1,7655,1,L1,1,# yes @ no
b,i don't mm no and in the on the seventeenth of June there was about oh i think they've got me down for about four calls but i thought with it saying,inform,21,7656,32,L21,0,@ no @ i don't mm no and in the on the seventeenth of June there was about oh i think they've got me down for about four calls but i thought with it saying
b,mm no,inform,21,7657,2,L21,0,@ i don't mm no and in the on the seventeenth of June there was about oh i think they've got me down for about four calls but i thought with it saying @ mm no
b,and in the on the seventeenth of June there was about oh i think they've got me down for about four calls,inform,21,7658,22,L21,0,@ mm no @ and in the on the seventeenth of June there was about oh i think they've got me down for about four calls
b,but i thought with it saying time i thought it meant the time i'd rung,inform,21,7659,15,L21,0,@ and in the on the seventeenth of June there was about oh i think they've got me down for about four calls @ but i thought with it saying time i thought it meant the time i'd rung
b,i thought i've never rung at quarter to one in the morning,inform,21,7660,12,L21,0,@ but i thought with it saying time i thought it meant the time i'd rung @ i thought i've never rung at quarter to one in the morning
a,oh,backch,5,7661,1,L5,1,# i thought i've never rung at quarter to one in the morning @ oh
a,no,backch,5,7662,1,L5,0,@ oh @ no
a,no no,ackn,1,7663,2,L1,0,@ no @ no no
a,it's not that,inform,21,7664,3,L21,0,@ no no @ it's not that
b,that's the length of time i was on,confirm,8,7665,8,L8,1,# it's not that @ that's the length of time i was on
a,yes,ackn,1,7666,1,L1,1,# that's the length of time i was on @ yes
b,well,init,25,7667,1,L25,1,# yes @ well
b,what does the next bit mean then,reqInfo,33,7668,7,L33,0,@ well @ what does the next bit mean then
b,when it says billable duration 'cause next to that term where it says forty five billable duration four point five eight does that mean minutes then billable duration whatever that is yeah,refer,30,7669,32,L30,0,@ what does the next bit mean then @ when it says billable duration 'cause next to that term where it says forty five billable duration four point five eight does that mean minutes then billable duration whatever that is yeah
b,'cause next to that term where it says forty five billable duration four point five eight,refer,30,7670,16,L30,0,@ when it says billable duration 'cause next to that term where it says forty five billable duration four point five eight does that mean minutes then billable duration whatever that is yeah @ 'cause next to that term where it says forty five billable duration four point five eight
b,does that mean minutes then billable duration whatever that is yeah oh it's got me puzzled that has i will i'll have to uh have a it'll bother me i shall have,reqInfo,33,7671,32,L33,0,@ 'cause next to that term where it says forty five billable duration four point five eight @ does that mean minutes then billable duration whatever that is yeah oh it's got me puzzled that has i will i'll have to uh have a it'll bother me i shall have
a,i don't know,answ,2,7672,3,L2,1,# does that mean minutes then billable duration whatever that is yeah oh it's got me puzzled that has i will i'll have to uh have a it'll bother me i shall have @ i don't know
b,billable duration whatever that is yeah oh it's got me puzzled that has i will i'll have to uh have a it'll bother me i shall have to uh go and understand,inform,21,7673,32,L21,1,# i don't know @ billable duration whatever that is yeah oh it's got me puzzled that has i will i'll have to uh have a it'll bother me i shall have to uh go and understand
b,whatever that is,inform,21,7674,3,L21,0,@ billable duration whatever that is yeah oh it's got me puzzled that has i will i'll have to uh have a it'll bother me i shall have to uh go and understand @ whatever that is
a,i don't know their bills,inform,21,7675,5,L21,1,# whatever that is @ i don't know their bills
a,i don't i've never seen a bill,inform,21,7676,7,L21,0,@ i don't know their bills @ i don't i've never seen a bill
b,yeah,ackn,1,7677,1,L1,1,# i don't i've never seen a bill @ yeah
b,oh it's got me puzzled that has i will i'll have to uh have a it'll bother me i shall have to uh go and understand it better than me yeah i'll,inform,21,7678,32,L21,0,@ yeah @ oh it's got me puzzled that has i will i'll have to uh have a it'll bother me i shall have to uh go and understand it better than me yeah i'll
a,you'll have to have a word with mm i don't know their bills and how they how they make them out yes alright bye,suggest,36,7679,24,L36,1,# oh it's got me puzzled that has i will i'll have to uh have a it'll bother me i shall have to uh go and understand it better than me yeah i'll @ you'll have to have a word with mm i don't know their bills and how they how they make them out yes alright bye
b,i will i'll have to uh have a it'll bother me i shall have to uh go and understand it better than me yeah i'll have to give the old customer services,accept,0,7680,32,L0,1,# you'll have to have a word with mm i don't know their bills and how they how they make them out yes alright bye @ i will i'll have to uh have a it'll bother me i shall have to uh go and understand it better than me yeah i'll have to give the old customer services
b,it'll bother me,inform,21,7681,3,L21,0,@ i will i'll have to uh have a it'll bother me i shall have to uh go and understand it better than me yeah i'll have to give the old customer services @ it'll bother me
